"taxon","habit","root_system","inflorescence_type","inflorescence_shape","flower_merosity","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","stamen_count","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","height_mean","inflorescence_length_mean","inflorescence_width_mean","inflorescence_peduncle_length_mean","pedicel_length_mean","pedicel_width_mean","calyx_length_mean","calyx_lobe_length_mean","corolla_length_mean","corolla_lobe_length_mean","corolla_lobe_width_mean","filament_length_mean","Phylo_nitfix","NGS_acacia","flora_AUS_traits"
"Acacia_meisneri","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,1.05,0.45,1.35,1.35,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_merrickiae","shrub",NA,"racemes","globular to slightly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,2.5,0.55,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_leichhardtii","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,5.5,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_gladiiformis","Open shrub",NA,"raceme","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,4,1,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_difformis","shrub or rounded tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",450,3.5,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pycnantha","Shrub or tree",NA,"racemose","globular to obloid","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",550,5.75,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_hakeoides","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,3,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_williamsonii","shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,2,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_hamiltoniana","Bushy shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,2.25,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_obtusata","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,3,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_decora","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,4.5,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_decora","shrub",NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_macnuttiana","Bushy shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",225,2.5,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_betchei","Shrubs",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,2.5,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_adunca","Bushy shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,2.75,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_acrionastes","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"truncate",NA,NA,NA,NA,NA,NA,NA,"",500,3.25,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_floydii","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,4.75,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_fimbriata","shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",700,3.25,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_fimbriata","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,4.5,NA,0.325,0.325,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_ingramii","shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",350,3,NA,0.375,0.375,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_neriifolia","shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",900,4.5,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_pustula","Tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1500,5,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_linearifolia","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1000,4.25,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_angusta","Tree or shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",450,2,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_polifolia","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,4,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pubicosta","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,4,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_caesiella","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",275,2.5,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_cluniesrossiae","Bushy shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1000,2.75,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_barringtonensis","shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,2.5,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_dorothea","Shrub",NA,"racemose","obloid to shortly cylindrical","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_costiniana","shrub",NA,"racemose","obloid to subglobular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",155,0.6,NA,0.575,0.575,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_lucasii","Shrub",NA,"racemes","obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,3.25,NA,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_covenyi","shrub or tree",NA,"racemose",NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",450,4.25,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_jucunda","Shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,4,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_kybeanensis","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,2.5,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_everistii","shrub",NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_prominens","shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",700,3.75,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_kettlewelliae","shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,4,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_semirigida","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,3.5,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pataczekii","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,5.75,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_uncifera","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",350,6.5,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_podalyriifolia","tree",NA,NA,NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,NA,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_pravissima","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",550,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_vestita","shrub",NA,"racemose","globular","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,3.75,NA,0.275,0.275,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_boormanii","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,2,NA,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_linifolia","shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,3.5,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_meiantha","shrub","reproduces by underground runners","racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",170,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_cultriformis","Shrub",NA,"racemes","globular to shortly cylindrical","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,3,NA,0.375,0.375,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_semilunata","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,4,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_lunata","Shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,3,0.55,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_leucolobia","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",225,3,0.9,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_buxifolia","Shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,2.75,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_buxifolia_buxifolia","Shrub",NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,2,0.75,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_buxifolia_pubiflora","Shrub",NA,"Racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",350,3.25,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_baueri","subshrub","Rhizomatous","simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,NA,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_baueri_baueri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_baueri_aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ruppii","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,2.15,0.8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_gittinsii","shrub",NA,"racemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,3.5,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_brunioides","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_brunioides_brunioides","Shrub",NA,"flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_brunioides_granitica","Shrub",NA,"Flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_gordonii","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",90,NA,NA,1.15,1.15,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_arbiana","shrub",NA,"heads",NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.9,0.9,NA,NA,NA,0.2,NA,NA,NA,0,0,1
"Acacia_conferta","Shrub or tree",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_tindaleae","shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_hubbardiana","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,3,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sertiformis","shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,0.95,NA,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_piligera","shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,NA,0.85,0.9,0.9,0.05,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_uncinata","shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,1.2,0.75,1.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_undulifolia","shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,0.85,1.1,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_clandullensis","shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.45,0.45,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_aureocrinita","shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,0.9,0.65,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_cremiflora","shrub",NA,"heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,NA,0.75,1.15,NA,NA,NA,NA,NA,0.035,NA,NA,1,0,1
"Acacia_spilleriana","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.125,1.1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_brachybotrya","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,0.275,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_argyrophylla","shrub",NA,"racemose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,0.7,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_suaveolens","shrub",NA,"racemes",NA,"5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,1.75,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_subcaerulea",NA,NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2.75,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_iteaphylla","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,3,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_beckleri","Shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,2,0.9,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_pruinocarpa","Shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",750,9,0.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_ensifolia","Tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",900,7.5,0.75,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_fasciculifera","Tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1000,0.2,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_crombiei","Tree",NA,NA,NA,"5-merous",NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,"",1000,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_peuce","tree",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1500,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_carneorum","shrub or tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_jasperensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_alleniana","shrub or tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_juncifolia","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,0.15,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_juncifolia","shrub",NA,"Flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_serpentinicola","shrub",NA,"Flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_quadrilateralis","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,0.85,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_dietrichiana","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,0.1,NA,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_praelongata","Trees",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,9,0.5,0.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_murrayana","Shrub or tree","suckering and forming colonies","racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,3.5,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_pachyacra","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,2,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_subrigida","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,0.6,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_gelasina","shrub",NA,NA,NA,"S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_alexandri","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",225,NA,NA,1.15,1.15,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_aphanoclada","shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,7,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_victoriae","Shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",350,5.5,NA,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_glaucocaesia","shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,3.5,NA,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_synchronicia","shrub or tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",225,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_dempsteri","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ryaniana","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,1,1,2.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_chartacea","shrub or tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",275,5.5,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_pickardii","shrub or tree","spreading by suckering","simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_cuspidifolia","Bushy shrub or +gnarled tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",500,NA,NA,1.75,1.75,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_strongylophylla","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pyrifolia","shrub",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,10.5,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_inaequilatera","tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,11.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_marramamba","tree",NA,"racemose","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,10.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_maitlandii","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_anthochaera","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",350,1.1,NA,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_hemiteles","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,1.1,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_prainii","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",225,0.9,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_camptoclada","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60,0.25,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_dorsenna","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,1.75,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,1
